,file,speaker,dialog
1618,Ses04M_impro08,Ses04M_impro08_M017,A few weeks. You won't even know that they were there.
1619,Ses04M_impro08,Ses04M_impro08_F018,I have to wait a few weeks for people come go through my things to get the money back that I didn't spend?
1620,Ses04M_impro08,Ses04M_impro08_M018,"Okay. You know what? I just don't feel like doing this anymore. Um, you can have all the money back, two hundred dollar, right now."
1621,Ses04M_impro08,Ses04M_impro08_F019,Really?
1622,Ses04M_impro08,Ses04M_impro08_M019,"Yeah. That's fine. I just -- that's fine. Yeah, I mean, it doesn't make any difference to me. I mean, it's not like it's going to cost my job or anything."
1623,Ses04M_impro08,Ses04M_impro08_F020,You're just going to put it back on my account.
1624,Ses04M_impro08,Ses04M_impro08_M020,"I mean, technically, that's policy. But, like, I mean, I don't really care about -- nobody really cares about policy here."
1625,Ses04M_impro08,Ses04M_impro08_F021,So you're just going to take care of this for me?
1626,Ses04M_impro08,Ses04M_impro08_M021,Sure.
1627,Ses04M_impro08,Ses04M_impro08_F022,"Oh, my God, thank you so much."
1628,Ses04M_impro08,Ses04M_impro08_M022,You're welcome.
1629,Ses04M_impro08,Ses04M_impro08_F023,"I really appreciate this. I know it's not policy or whatever but, seriously"
1630,Ses04M_impro08,M:,"course, of course."
1631,Ses04M_impro08,Ses04M_impro08_M023,"No, no, no, it's cool. It's cool. It's cool. So, um"
1632,Ses04M_impro08,Ses04M_impro08_F024,make my life a lot easier.
1633,Ses04M_impro08,Ses04M_impro08_M024,"You know, so- I mean, are you doing anything later? Or um"
1634,Ses04M_impro08,Ses04M_impro08_F025,Really?
1635,Ses04M_impro08,Ses04M_impro08_M025,"Oh, I don't know. I mean, I don't know. I just thought, you know, maybe you want to get some co--I mean, I'm actually -- wait, where do you live? Oh, you're in Los Angeles, I see. Oh, no, that sucks 'cause I'm in, actually in Alabama."
1636,Ses04M_impro08,Ses04M_impro08_F026,"Right. Um, Thanks for asking, though. I mean, you sound nice, you know."
1637,Ses04M_impro08,Ses04M_impro08_M026,"God, that's like a whole problem with like-- But, no, I mean, hey-- if you ever"
1638,Ses04M_impro08,Ses04M_impro08_M027,"if you ever come out to Montgomery, I mean, you know, just -- just call up, you know, call up the operator and I'll-- I'll be here. So, um."
1639,Ses04M_impro08,Ses04M_impro08_F027,I'll
1640,Ses04M_impro08,Ses04M_impro08_F028,"call up the Sprint call center and, uh, you know. cool"
1641,Ses04M_impro08,Ses04M_impro08_F029,"Wow, alright. Well, thanks. And, uh, you- you have a good one."
1642,Ses04M_impro08,Ses04M_impro08_M028,Alright. Take Care.
1643,Ses04M_impro08,Ses04M_impro08_F030,You too.
1644,Ses04M_script01_1,Ses04M_script01_1_F000,What's he going to say? Maybe we ought to tell him before he sees it.
1645,Ses04M_script01_1,Ses04M_script01_1_M000,He saw it.
1646,Ses04M_script01_1,Ses04M_script01_1_F001,How could he see it? I was the first one up. He was still in bed.
1647,Ses04M_script01_1,Ses04M_script01_1_M001,He was out here when it broke.
1648,Ses04M_script01_1,Ses04M_script01_1_F002,When?
1649,Ses04M_script01_1,Ses04M_script01_1_M002,About four this morning. I heard it cracking and I woke up and looked out. He was standing right there when it cracked.
1650,Ses04M_script01_1,Ses04M_script01_1_F003,What was he doing out here at four in the morning?
1651,Ses04M_script01_1,Ses04M_script01_1_M003,"I don't know. After it cracked, he ran back in the house and cried in the kitchen."
1652,Ses04M_script01_1,Ses04M_script01_1_F004,Did you talk to him?
1653,Ses04M_script01_1,Ses04M_script01_1_M004,No. I - I figured the best thing was to leave him alone.
1654,Ses04M_script01_1,Ses04M_script01_1_F005,He cried hard?
1655,Ses04M_script01_1,Ses04M_script01_1_M005,I heard him right through the floor of my room.
1656,Ses04M_script01_1,Ses04M_script01_1_F006,What was he doing out here at that hour? He's dreaming about him again. He's walking around at night.
1657,Ses04M_script01_1,Ses04M_script01_1_M006,I guess he is.
1658,Ses04M_script01_1,Ses04M_script01_1_F007,He's getting just like after he died. What's the meaning in that?
1659,Ses04M_script01_1,Ses04M_script01_1_M007,"I don't know the meaning of it, mom. But I know one thing; we made a terrible mistake with dad."
1660,Ses04M_script01_1,Ses04M_script01_1_F008,What?
1661,Ses04M_script01_1,Ses04M_script01_1_M008,Being dishonest with him. That kind of thing always pays off and now it's paying off.
1662,Ses04M_script01_1,Ses04M_script01_1_F009,"What do you mean, dishonest?"
1663,Ses04M_script01_1,Ses04M_script01_1_M009,You know that Larry's not coming back. And I know it. Why do we allow him to go on thinking that we believe with him?
1664,Ses04M_script01_1,Ses04M_script01_1_F010,What do you want to do? Argue with him?
1665,Ses04M_script01_1,Ses04M_script01_1_M010,I don't want to argue with him but it's time he realized that nobody believes Larry's alive anymore.
1666,Ses04M_script01_1,Ses04M_script01_1_M011,Why shouldn't he dream of him? Walk the nights waiting for him.
1667,Ses04M_script01_1,Ses04M_script01_1_M012,"Do we contradict him? Do we say straight out that we have no hope anymore? That we haven't had any hope for years, now."
1668,Ses04M_script01_1,Ses04M_script01_1_F011,You can't say that to him.
1669,Ses04M_script01_1,Ses04M_script01_1_M013,We've gotta say it to him.
1670,Ses04M_script01_1,Ses04M_script01_1_F012,How are you going to prove it? Can you prove it?
1671,Ses04M_script01_1,Ses04M_script01_1_M014,"For God's sake, three years. Nobody comes back after three years. It's insane."
1672,Ses04M_script01_1,Ses04M_script01_1_F013,"To you it is and to me, but not to him. You can talk yourself blue in the face, but there's no body and no grave, so where are you?"
1673,Ses04M_script01_1,Ses04M_script01_1_M015,"Sit down, mom. I want to talk to you."
1674,Ses04M_script01_1,Ses04M_script01_1_F014,"The trouble is the Goddamn newspapers. Every month some boy turns up from nowhere, so the next boy is going to be Larry. So we have to keep--"
1675,Ses04M_script01_1,Ses04M_script01_1_M016,"Alright, alright, alright. Listen. You know why I asked Annie here don't you?"
1676,Ses04M_script01_1,Ses04M_script01_1_F015,Why?
1677,Ses04M_script01_1,Ses04M_script01_1_M017,You know why.
1678,Ses04M_script01_1,Ses04M_script01_1_F016,"Well I've got an idea, but what's the story?"
1679,Ses04M_script01_1,Ses04M_script01_1_M018,Going to ask her to marry me.
1680,Ses04M_script01_1,Ses04M_script01_1_F017,"Well that's only your business, Chris."
1681,Ses04M_script01_1,Ses04M_script01_1_M019,You know it's not only my business.
1682,Ses04M_script01_1,Ses04M_script01_1_F018,What do you want me to do? You're old enough to know your own mind.
1683,Ses04M_script01_1,Ses04M_script01_1_M020,Then it's alright. I'll go ahead with it?
1684,Ses04M_script01_1,Ses04M_script01_1_F019,Well you want to make sure your father isn't going to have --
1685,Ses04M_script01_1,Ses04M_script01_1_M021,"Well, then you know it's not only my business."
1686,Ses04M_script01_1,Ses04M_script01_1_F020,I'm just saying.
1687,Ses04M_script01_1,Ses04M_script01_1_M022,"Sometimes you infuriate me, you know that? Isn't it your business, too, if I tell this to father and he throws a fit about it? You have such a talent for ignoring things."
1688,Ses04M_script01_1,Ses04M_script01_1_F021,I ignore what I got to ignore. The girl is Larry's girl.
1689,Ses04M_script01_1,Ses04M_script01_1_M023,She's not Larry's girl.
1690,Ses04M_script01_1,Ses04M_script01_1_F022,"From father's point of view, he's not dead. And you have no right to take his girl."
1691,Ses04M_script01_1,Ses04M_script01_1_F023,"Now you can go on from there if you know where to go. But I'm telling you I don't know where to go. See, I don't know."
1692,Ses04M_script01_1,Ses04M_script01_1_F024,Now what can I do for you?
1693,Ses04M_script01_1,Ses04M_script01_1_M024,"I don't know why it is but every time I reach out for something I want, I have to pull back because other people will suffer. My whole bloody life, time after time after time."
1694,Ses04M_script01_1,Ses04M_script01_1_F025,You're a considerate fellow. There's nothing wrong in that.
1695,Ses04M_script01_1,Ses04M_script01_1_M025,To hell with that.
1696,Ses04M_script01_1,Ses04M_script01_1_F026,Did you ask Annie yet?
1697,Ses04M_script01_1,Ses04M_script01_1_M026,I wanted to get this settled first.
1698,Ses04M_script01_1,Ses04M_script01_1_F027,How do you know she'll marry you? Maybe she feels the same way father does.
1699,Ses04M_script01_1,Ses04M_script01_1_M027,"Well if she does, then that's the end of it. From her letters, I think she's forgotten him. We'll find out. Then we'll thrash it out with dad. Right, mom? Don't avoid me."
1700,Ses04M_script01_1,Ses04M_script01_1_F028,"The trouble is, you don't see enough women. You never did."
1701,Ses04M_script01_1,Ses04M_script01_1_M028,So what? I'm not fast with women.
1702,Ses04M_script01_1,Ses04M_script01_1_F029,I don't see why it has to be Annie.
1703,Ses04M_script01_1,Ses04M_script01_1_M029,Because it is.
1704,Ses04M_script01_1,Ses04M_script01_1_F030,"Well that's a good answer, but it don't answer anything. He thinks he's coming back, Chris. You marry that girl, you're pronouncing him dead. Now what happens to your father? Do you know? Because I don't."
1705,Ses04M_script01_1,Ses04M_script01_1_M030,Line?
1706,Ses04M_script01_1,Ses04M_script01_1_F031,"Alright, then, mom."
1707,Ses04M_script01_1,Ses04M_script01_1_M031,"Alright, then, mom. Did we skip something? No. Alright, then, mom."
1708,Ses04M_script01_1,Ses04M_script01_1_F032,Yes we did. Do you want to keep going?
1709,Ses04M_script01_1,Ses04M_script01_1_M032,"Yeah, let's keep going."
1710,Ses04M_script01_1,Ses04M_script01_1_F033,Just give it some more thought.
1711,Ses04M_script01_1,Ses04M_script01_1_M033,I've given it three years' of thought. I'd hope that if
1712,Ses04M_script01_1,Ses04M_script01_1_M034,"father forgot about Larry, we'd have a regular wedding and everything happy. If I can't get that here, then I'll have to get out."
1713,Ses04M_script01_1,Ses04M_script01_1_F034,What the hell is this?
1714,Ses04M_script01_1,Ses04M_script01_1_M035,I'll get out. I'll get married and live someplace else. Maybe New York.
1715,Ses04M_script01_1,Ses04M_script01_1_F035,Are you crazy?
1716,Ses04M_script01_1,Ses04M_script01_1_M036,I've been a good son too long; a good sucker. I'm through with it.
1717,Ses04M_script01_1,Ses04M_script01_1_F036,You've got a business here. What the hell is this?
1718,Ses04M_script01_1,Ses04M_script01_1_M037,The business? The business doesn't inspire me.
1719,Ses04M_script01_1,Ses04M_script01_1_F037,Must you be inspired?
1720,Ses04M_script01_1,Ses04M_script01_1_M038,"Yes. I like getting an hour a day. If I have to grub for money all day long, at least at evening, I want it beautiful."
1721,Ses04M_script01_1,Ses04M_script01_1_M039,I want a family. I want some kids. I want to build something I can give myself to. Annie's in the middle of that. Now where do I find it?
1722,Ses04M_script01_1,Ses04M_script01_1_F038,You mean -- tell me something. You mean you'd really leave the business?
1723,Ses04M_script01_1,Ses04M_script01_1_M040,"Yes, on this I would."
1724,Ses04M_script01_1,Ses04M_script01_1_F039,You don't want to think like that.
1725,Ses04M_script01_1,Ses04M_script01_1_M041,Then you help me stay here.
1726,Ses04M_script01_1,Ses04M_script01_1_F040,"Alright. But just don't think like that because what the hell did we work for? That's all for you, Chris. The whole shooting match is just for you."
1727,Ses04M_script01_1,Ses04M_script01_1_M042,I know that. Just you help me stay here.
1728,Ses04M_script01_1,Ses04M_script01_1_F041,"But don't think that way, you hear me?"
1729,Ses04M_script01_1,Ses04M_script01_1_M043,I am thinking that way.
1730,Ses04M_script01_1,Ses04M_script01_1_F042,"I don't understand you, do I?"
1731,Ses04M_script01_1,Ses04M_script01_1_M044,"No, you don't. I'm a pretty tough guy."
1732,Ses04M_script01_1,Ses04M_script01_1_F043,"Yeah, I can see that."
1733,Ses04M_script01_2,Ses04M_script01_2_F000,Why did he invite her here?
1734,Ses04M_script01_2,Ses04M_script01_2_M000,"Oh, God, line."
1735,Ses04M_script01_2,Ses04M_script01_2_F001,Why does that bother you?
1736,Ses04M_script01_2,Ses04M_script01_2_M001,"Why does- why, does that bother you?"
1737,Ses04M_script01_2,Ses04M_script01_2_F002,"She's been in New York three and a half years. Why, all of a sudden--"
1738,Ses04M_script01_2,Ses04M_script01_2_M002,"Well, maybe- maybe he just wanted to see her."
1739,Ses04M_script01_2,Ses04M_script01_2_F003,Nobody comes seven hundred miles just to see.
1740,Ses04M_script01_2,Ses04M_script01_2_M003,What do you mean? He grew up next door to the girl all his life. Why shouldn't he want to -- why shouldn't he want to see her again?
1741,Ses04M_script01_2,Ses04M_script01_2_M004,Don't look at me like that. He didn't tell me anymore than he told you.
1742,Ses04M_script01_2,Ses04M_script01_2_F004,He's not going to marry her.
1743,Ses04M_script01_2,Ses04M_script01_2_M005,How do you know he's even thinking about it?
1744,Ses04M_script01_2,Ses04M_script01_2_F005,It's got that about it.
1745,Ses04M_script01_2,Ses04M_script01_2_M006,Well so what?
1746,Ses04M_script01_2,Ses04M_script01_2_F006,"What's going on here, Joe?"
1747,Ses04M_script01_2,Ses04M_script01_2_M007,Line.
1748,Ses04M_script01_2,Ses04M_script01_2_F007,"Now listen, kid. Now, listen."
1749,Ses04M_script01_2,Ses04M_script01_2_M008,"Oh. Now listen, kid."
1750,Ses04M_script01_2,Ses04M_script01_2_F008,"She's not his girl, Joe. She knows she's not."
1751,Ses04M_script01_2,Ses04M_script01_2_M009,You can't read her mind.
1752,Ses04M_script01_2,Ses04M_script01_2_F009,"Then why is she still single? New York is full of men. Why hasn't she married? Probably a hundred people told her she's foolish, but she's waited."
1753,Ses04M_script01_2,Ses04M_script01_2_M010,How do you know why she waited?
1754,Ses04M_script01_2,Ses04M_script01_2_F010,"Because she knows what I know, that's why. She's faithful as a rock. In my worst moments, I think of her waiting and I know, again, that I'm right."
1755,Ses04M_script01_2,Ses04M_script01_2_M011,"Look, it's a nice day. What are we arguing for?"
1756,Ses04M_script01_2,Ses04M_script01_2_F011,"Nobody in this house dares take her faith away, Joe. Strangers might, but not his father, not his brother."
1757,Ses04M_script01_2,Ses04M_script01_2_M012,What do you want me to do? What do you want?
1758,Ses04M_script01_2,F:,want--
1759,Ses04M_script01_2,Ses04M_script01_2_F012,"I want you to act like he's coming back, both of you. Don't think I haven't noticed you since he invited her here. I won't stand for any nonsense."
1760,Ses04M_script01_2,Ses04M_script01_2_M013,"But, Kate--"
1761,Ses04M_script01_2,Ses04M_script01_2_F013,"Because if he's not coming back, I'll kill myself."
1762,Ses04M_script01_2,Ses04M_script01_2_F014,Laugh. Laugh at me. But why did that happen the very night that she came here?
1763,Ses04M_script01_2,Ses04M_script01_2_F015,She goes to sleep in his bed and his memorial breaks in pieces. Look. Look at it. Joe--
1764,Ses04M_script01_2,Ses04M_script01_2_M014,Calm yourself.
1765,Ses04M_script01_2,Ses04M_script01_2_F016,"Believe with me, Joe. I can't stand all alone"
1766,Ses04M_script01_2,Ses04M_script01_2_M015,Calm yourself.
1767,Ses04M_script01_2,Ses04M_script01_2_F017,"Only last week, a man turned up in Detroit missing longer than Larry."
1768,Ses04M_script01_2,Ses04M_script01_2_M016,"Alright, alright. Calm yourself."
1769,Ses04M_script01_2,Ses04M_script01_2_F018,"You, above all, have got to believe. You."
1770,Ses04M_script01_2,Ses04M_script01_2_M017,Why me above all?
1771,Ses04M_script01_2,Ses04M_script01_2_F019,Just don't stop believing.
1772,Ses04M_script01_2,Ses04M_script01_2_M018,"What does that mean, me above all? Look at you. You're shaking."
1773,Ses04M_script01_2,Ses04M_script01_2_F020,I can't help it.
1774,Ses04M_script01_2,Ses04M_script01_2_M019,"What have I got to hide? What the hell is the matter with you, Kate?"
1775,Ses04M_script01_3,Ses04M_script01_3_F000,You're the only one I know who loves his parents.
1776,Ses04M_script01_3,Ses04M_script01_3_M000,"I know. It went out of style, didn't it?"
1777,Ses04M_script01_3,Ses04M_script01_3_F001,"It's okay. It's a good thing. You know, it's lovely here and the air is sweet."
1778,Ses04M_script01_3,Ses04M_script01_3_M001,So you're not sorry you came?
1779,Ses04M_script01_3,Ses04M_script01_3_F002,"No, not sorry, but I'm not going to stay."
1780,Ses04M_script01_3,Ses04M_script01_3_M002,Why?
1781,Ses04M_script01_3,Ses04M_script01_3_F003,"In the first place, your mother as much as told me to go."
1782,Ses04M_script01_3,M:,
1783,Ses04M_script01_3,Ses04M_script01_3_F004,You saw that and then you've been kind of--
1784,Ses04M_script01_3,Ses04M_script01_3_M003,What?
1785,Ses04M_script01_3,Ses04M_script01_3_F005,"Well, kind of embarrassed ever since I got here."
1786,Ses04M_script01_3,Ses04M_script01_3_M004,The trouble is I planned on sneaking up on you over a period of a week or so. But they take it for granted that we're all set.
1787,Ses04M_script01_3,Ses04M_script01_3_F006,"I knew they would, your mother, anyway."
1788,Ses04M_script01_3,Ses04M_script01_3_M005,How did you know?
1789,Ses04M_script01_3,Ses04M_script01_3_F007,"From her point of view, why else would I come?"
1790,Ses04M_script01_3,Ses04M_script01_3_M006,Well wouldn't you want to?
1791,Ses04M_script01_3,Ses04M_script01_3_M007,I guess you know this is why I asked you to come.
1792,Ses04M_script01_3,Ses04M_script01_3_F008,I guess this is why I came.
1793,Ses04M_script01_3,Ses04M_script01_3_M008,"Ann, I love you. I love you a great deal. I love you."
1794,Ses04M_script01_3,Ses04M_script01_3_M009,I have no imagination. That's all I know to tell you. I'm embarrassing you.
1795,Ses04M_script01_3,Ses04M_script01_3_M010,I didn't want to tell it to you here. I wanted someplace we'd never been; someplace where we'd be brand new to each other.
1796,Ses04M_script01_3,Ses04M_script01_3_M011,"You think this is wrong, don't you; this yard, this chair? I want you to be ready for me. I don't want to win you away from anything."
1797,Ses04M_script01_3,Ses04M_script01_3_F009,"Chris, I've been ready a long, long time."
1798,Ses04M_script01_3,Ses04M_script01_3_M012,Then he's gone forever? You're sure?
1799,Ses04M_script01_3,Ses04M_script01_3_F010,I almost got married two years ago.
1800,Ses04M_script01_3,Ses04M_script01_3_M013,Why didn't you?
1801,Ses04M_script01_3,Ses04M_script01_3_F011,You started to write me.
1802,Ses04M_script01_3,Ses04M_script01_3_M014,You felt something that far back?
1803,Ses04M_script01_3,Ses04M_script01_3_F012,Every day since.
1804,Ses04M_script01_3,Ses04M_script01_3_M015,"Anne, why didn't you let me know?"
1805,Ses04M_script01_3,Ses04M_script01_3_F013,"I was waiting for you, Chris. 'Til then, you never wrote and when you did, what did you say? You sure can be ambiguous, you know."
1806,Ses04M_script01_3,Ses04M_script01_3_M016,"Anne, give me a kiss. Give me a -"
1807,Ses04M_script01_3,Ses04M_script01_3_M017,"I kissed you. I kissed Annie. How long, how long I've waited to kiss you."
1808,Ses04M_script01_3,Ses04M_script01_3_F014,I'll never forgive you. Why did you wait all these years? All I've done is sit around and wonder if I was crazy for thinking of you.
1809,Ses04M_script01_3,Ses04M_script01_3_M018,"Anne, we're going to live now. I'm going to make you so happy."
1810,Ses04M_script01_3,Ses04M_script01_3_F015,Not like that you're not.
1811,Ses04M_script01_3,Ses04M_script01_3_M019,I kissed you.
1812,Ses04M_script01_3,Ses04M_script01_3_F016,"Like Larry's brother. Do it like you, Chris. What is it, Chris?"
1813,Ses04M_script01_3,Ses04M_script01_3_M020,Let's drive somewhere. I want to be alone with you.
1814,Ses04M_script01_3,Ses04M_script01_3_F017,"No, what is it, Chris? Your mother?"
1815,Ses04M_script01_3,Ses04M_script01_3_M021,"No, no, nothing like that."
1816,Ses04M_script01_3,Ses04M_script01_3_F018,"Then what's wrong. Even in your letters, there was something ashamed."
1817,Ses04M_script01_3,Ses04M_script01_3_M022,"Yes, I suppose there has been. But it's going from me."
1818,Ses04M_script01_3,Ses04M_script01_3_F019,You've got to tell me.
1819,Ses04M_script01_3,Ses04M_script01_3_M023,I don't know where to start.
1820,Ses04M_script01_3,Ses04M_script01_3_F020,It wouldn't work this way.
1821,Ses04M_script01_3,Ses04M_script01_3_M024,"It's all mixed up with so many other things. You remember overseas, I was in command of a company?"
1822,Ses04M_script01_3,Ses04M_script01_3_F021,"Yeah, sure."
1823,Ses04M_script01_3,Ses04M_script01_3_M025,Well I lost them.
1824,Ses04M_script01_3,Ses04M_script01_3_F022,How many?
1825,Ses04M_script01_3,Ses04M_script01_3_M026,Just about all.
1826,Ses04M_script01_3,Ses04M_script01_3_F023,"Oh, gees."
1827,Ses04M_script01_3,Ses04M_script01_3_M027,It takes a little time to toss that off because they weren't just men.
1828,Ses04M_script01_3,Ses04M_script01_3_M028,"For instance, one time it'd been raining several days. And this kid came to me and gave me his last pair of dry socks; put them in my pocket. That's only a little thing, but that's the kind of guys I had."
1829,Ses04M_script01_3,Ses04M_script01_3_M029,They didn't die. They killed themselves for each other. I mean that exactly. A little more selfish and they'd have been here today.
1830,Ses04M_script01_3,Ses04M_script01_3_M030,"And I got this idea watching them go down, everything was being destroyed, see? But, to me, it seemed there was one new thing that was made,"
1831,Ses04M_script01_3,Ses04M_script01_3_M031,a kind of responsibility. Man for man. You understand me? And then I went home and it was incredible.
1832,Ses04M_script01_3,Ses04M_script01_3_M032,"There was no meaning in it here. The whole thing to them was some sort of bus accident. Then I went to work for dad and that whole rat race again. I felt, what you said, ashamed somehow"
1833,Ses04M_script01_3,Ses04M_script01_3_M033,because nobody was changed. It seemed to make suckers out of a lot of guys. I felt wrong to be alive;
1834,Ses04M_script01_3,Ses04M_script01_3_M034,"to open that bank book; to drive the new car; to see the new refrigerator. I mean, you can take these things out of a war, but when you drive the new car, you have to know that it came out of the love a man can have for a man."
1835,Ses04M_script01_3,Ses04M_script01_3_M035,"You have to be a little better because of that. Otherwise, we have is really loot and there's blood on it. I don't want to take any of it. I guess that included you."
1836,Ses04M_script01_3,Ses04M_script01_3_F024,And do you still feel that way?
1837,Ses04M_script01_3,Ses04M_script01_3_M036,"I want you now, Annie."
1838,Ses04M_script01_3,Ses04M_script01_3_F025,"Because you mustn't feel that way anymore, Chris. Because you have a right to everything you have, everything, Chris; to me, too."
1839,Ses04M_script01_3,Ses04M_script01_3_F026,"And your money, there's nothing wrong in your money. Your father put hundreds of planes in the air. You should be proud. A man should be paid for that."
1840,Ses04M_script01_3,Ses04M_script01_3_M037,"Annie, Annie, I'm going to make you a fortune."
1841,Ses04M_script01_3,Ses04M_script01_3_F027,What'll I do with a fortune?
1842,Ses04M_script02_1,Ses04M_script02_1_M000,"What time is it? They're supposed to run around midnight. This is great, isn't it? Look at this night we've got here; couldn't be better."
1843,Ses04M_script02_1,Ses04M_script02_1_M001,"Actually, I wanted to go a little farther up the coast, get away from the lights and the people, but I was afraid we'd miss it. How you doing?"
1844,Ses04M_script02_1,Ses04M_script02_1_F000,Fine.
1845,Ses04M_script02_1,Ses04M_script02_1_M002,"Is that, is that - is that just foam? I can't even tell. Although, if you can't tell, it's probably isn't them. It'll probably be unmistakable, don't you think?"
1846,Ses04M_script02_1,Ses04M_script02_1_M003,"How you doing? Oh, no, you know what I did? I forgot to bring my flashlight. How could I be so stupid? I should have brought my flashlight."
1847,Ses04M_script02_1,Ses04M_script02_1_F001,What flashlight?
1848,Ses04M_script02_1,Ses04M_script02_1_M004,"The flashlight; the silver one. There's only one, isn't there?"
1849,Ses04M_script02_1,Ses04M_script02_1_F002,It's not yours.
1850,Ses04M_script02_1,Ses04M_script02_1_M005,Whose is it?
1851,Ses04M_script02_1,Ses04M_script02_1_F003,"It's ours. It's mine, too."
1852,Ses04M_script02_1,Ses04M_script02_1_M006,"Well, sure."
1853,Ses04M_script02_1,Ses04M_script02_1_F004,You kept saying my flashlight as if it's somehow just yours. How is that supposed to make me feel?
1854,Ses04M_script02_1,Ses04M_script02_1_M007,"No, of course, our flashlight; yours and mine. Me flashlight es su flashlight, naturally. How could we not think to bring it? I hope the moon stays out."
1855,Ses04M_script02_1,Ses04M_script02_1_M008,"I wonder, do they always run during a full moon? I can't remember if it was full last year. Remember?"
1856,Ses04M_script02_1,Ses04M_script02_1_F005,Yes.
1857,Ses04M_script02_1,Ses04M_script02_1_M009,"Are you cold? Do you want my jacket? We should have brought the blanket, our blanket."
1858,Ses04M_script02_1,Ses04M_script02_1_M010,"Oh, man. This is great. I didn't even think to bring a six pack. Six pack would be just the ticket right about now. I can't believe I forgot. I'm like a kid. It's amazing I got out of the house with my fly zipped. Oh."
1859,Ses04M_script02_1,Ses04M_script02_1_M011,I wonder if they can hear me talk or feel the vibrations in the sand when we move around.
1860,Ses04M_script02_1,Ses04M_script02_1_F006,I'm cold.
1861,Ses04M_script02_1,Ses04M_script02_1_M012,You want my jacket?
1862,Ses04M_script02_1,Ses04M_script02_1_F007,It's after eleven; let's go home.
1863,Ses04M_script02_1,Ses04M_script02_1_M013,Are you kidding? We'd miss it. We just got here. What's the point of coming down here if we just turn around and go home?
1864,Ses04M_script02_1,Ses04M_script02_1_F008,There is no point in coming down here.
1865,Ses04M_script02_1,Ses04M_script02_1_M014,Right.
1866,Ses04M_script02_1,Ses04M_script02_1_F009,That's my point.
1867,Ses04M_script02_1,Ses04M_script02_1_M015,"That's my point, too."
1868,Ses04M_script02_1,Ses04M_script02_1_F010,So let's go home.
1869,Ses04M_script02_1,Ses04M_script02_1_M016,"No, no, no. That's not my point. My point is is that there's no point in coming down here if we just leave. Don't you want to see it?"
1870,Ses04M_script02_1,Ses04M_script02_1_F011,Not particularly.
1871,Ses04M_script02_1,Ses04M_script02_1_M017,Why not?
1872,Ses04M_script02_1,Ses04M_script02_1_F012,I just don't. It's stupid.
1873,Ses04M_script02_1,Ses04M_script02_1_M018,"Honey, this is a natural phenomenon. I mean, this only happens once a year. It's a great opportunity. Think about the people in Kansas. They'd have to get plane tickets and hotel reservations to come see this. We're just forty minutes away. It's too good to pass up."
1874,Ses04M_script02_1,Ses04M_script02_1_F013,"Pass up what? These little fish swim onto the beach, flop around and then they swim away. And then they die."
1875,Ses04M_script02_1,Ses04M_script02_1_M019,"Yeah, but that moment on the beach is the highlight of their little lives. I mean, all that flopping around is laying eggs or what do you -- spawning or mating, something like that."
1876,Ses04M_script02_1,Ses04M_script02_1_M020,There's mystery here and magic.
1877,Ses04M_script02_1,M:,did I fuck up?
1878,Ses04M_script02_1,Ses04M_script02_1_F014,What are you so excited about?
1879,Ses04M_script02_1,F:,night.
1880,Ses04M_script02_1,Ses04M_script02_1_M021,"Oh, it's a big night for these guys. Uh, life's last orgy."
1881,Ses04M_script02_1,Ses04M_script02_1_F015,This isn't a moon landing we're talking about. It's fish. It's fish nobody even eats.
1882,Ses04M_script02_1,Ses04M_script02_1_M022,"Yeah, they do. Okay. But it's fish who do something none of the other fish do; like the swallows are returning to Capistrano; or the lemmings throwing themselves off the cliffs, like that."
1883,Ses04M_script02_1,F:,Augie.
1884,Ses04M_script02_1,Ses04M_script02_1_M023,There's mystery here and magic; a little bit of the unexplainable. I don't see how you can not be interested.
1885,Ses04M_script02_1,Ses04M_script02_1_F016,I'm just not.
1886,Ses04M_script02_1,Ses04M_script02_1_M024,For real?
1887,Ses04M_script02_1,Ses04M_script02_1_F017,Yes.
1888,Ses04M_script02_1,Ses04M_script02_1_M025,"I don't get it. First time we came here to see it, you said it was the best night of your life. And last year, I remember distinctly you were so excited to get here, you stubbed your toe rushing me out the door and didn't even notice until we were in the car."
1889,Ses04M_script02_1,Ses04M_script02_1_F018,"Last year, you will also remember, our shoes got wet. I got sand in my panties. We got into a big fight over nothing. You got a sore throat and we did not see the grunions."
1890,Ses04M_script02_1,Ses04M_script02_1_M026,We weren't in a good spot.
1891,Ses04M_script02_1,Ses04M_script02_1_F019,We didn't see them the first time either.
1892,Ses04M_script02_1,Ses04M_script02_1_M027,We just weren't in a good spot. This is a much better spot. I've got good instincts for these things. Look there. What's that? Is that -
1893,Ses04M_script02_1,Ses04M_script02_1_M028,"no, it's just seaweed, isn't it? Oh, man, this is great. I wouldn't miss this for anything. I mean, think about this. I know you're not interested, but just think about this for a minute."
1894,Ses04M_script02_1,Ses04M_script02_1_M029,Out there someplace is this huge mass of silver fish heading this way. They don't know why. We don't know why. It wasn't a decision. They didn't take a vote. No one sent them an invitation or a map;
1895,Ses04M_script02_1,Ses04M_script02_1_M030,"just some little instinctual time release firecracker went off in their little bodies and all as one, they turned and formed a line as long as the California coast and started swimming."
1896,Ses04M_script02_1,Ses04M_script02_1_M031,They're swimming right now as if that's the only thing that matters. It's single mindedness with no mind. Urgency that's pure urge.
